CCSDS_OEM_VERS = 2.0
CREATION_DATE  = 2026-09-19T15:15:51.545
ORIGINATOR     = ORBINAUTS ENGINE ORACLE

META_START
OBJECT_NAME          = ISS
OBJECT_ID            = 1998-067-A
CENTER_NAME          = Earth
REF_FRAME            = EME2000
TIME_SYSTEM          = UTC
START_TIME           = 2026-09-19T12:00:00.000
USEABLE_START_TIME   = 2026-09-19T12:00:00.000
USEABLE_STOP_TIME    = 2026-09-21T13:00:00.000
STOP_TIME            = 2026-09-21T13:00:00.000
META_STOP

COMMENT Simulated data: every vector here was computed by oracle/ephemeris.py with Skyfield from published Elements and a made-up reboost.
COMMENT It follows the layout of NASA's ISS Ephemeris file but is not NASA's and describes no real trajectory.
COMMENT Units are in kg and m^2
COMMENT MASS=468853.80
COMMENT DRAG_AREA=1138.30
COMMENT DRAG_COEFF=1.80
COMMENT Begin sequence of events
COMMENT TRAJECTORY EVENT SUMMARY:
COMMENT 
COMMENT |       EVENT        |       TIG        | ORB |   DV    |   HA    |   HP    |
COMMENT |                    |       GMT        |     |   M/S   |   KM    |   KM    |
COMMENT =============================================================================
COMMENT  Simulated_Reboost    263:12:00:00.000             0.8     424.6     416.5
COMMENT =============================================================================
COMMENT End sequence of events
2026-09-19T13:16:00.000 -4885.420917749 2281.209861755 -4150.434409697 -5.161867351362 -4.208005880708 3.763304505625
2026-09-19T13:20:00.000 -5932.474214216 1200.948990040 -3107.561457589 -3.510217413949 -4.739603655665 4.874578972677
2026-09-19T13:24:00.000 -6549.733949276 33.704018928 -1838.936822004 -1.601898937521 -4.928317851444 5.632951618490
2026-09-19T13:28:00.000 -6691.864039041 -1135.968138333 -436.552576943 0.425074478149 -4.759553773392 5.982250299248
2026-09-19T13:32:00.000 -6348.017311264 -2223.131320136 997.611900637 2.423089431449 -4.244838543223 5.896022762681
2026-09-19T13:36:00.000 -5542.818388748 -3148.717505785 2359.060663190 4.246058348593 -3.421275179189 5.379934120824
2026-09-19T13:40:00.000 -4334.641802307 -3845.380636634 3548.510651882 5.760633442935 -2.348820336197 4.471486844877
2026-09-19T13:44:00.000 -2811.309394714 -4262.460075976 4479.229372638 6.856307632132 -1.105658392392 3.237069544225
2026-09-19T13:48:00.000 -1083.596148850 -4369.659041200 5083.383107145 7.453445017764 0.217772637983 1.766758317492
2026-09-19T13:52:00.000 722.887412227 -4159.192174227 5316.932521043 7.508729808905 1.525455970978 0.167532619266
2026-09-19T13:56:00.000 2476.798085690 -3646.303591419 5162.776233298 7.017943241765 2.722621855330 -1.444435584971
2026-09-19T14:00:00.000 4050.519194029 -2868.167614303 4631.984135161 6.016188135292 3.722353407563 -2.951923564316
2026-09-19T14:04:00.000 5329.377629482 -1881.256515592 3763.060778348 4.575653438863 4.451720018038 -4.244888927340
2026-09-19T14:08:00.000 6220.027958004 -757.319552141 2619.255734142 2.800890611172 4.857163248830 -5.228453581256
2026-09-19T14:12:00.000 6657.400795345 421.802265606 1284.034495245 0.821573007705 4.908732030561 -5.830145301449
2026-09-19T14:16:00.000 6609.629522430 1570.189651803 -145.032345496 -1.217040628398 4.602659107775 -6.005704043877
2026-09-19T14:20:00.000 6080.474227653 2604.230748241 -1563.525655741 -3.165267452561 3.961824149869 -5.742705293488
2026-09-19T14:24:00.000 5108.979317835 3448.841046508 -2867.983432018 -4.880675045479 3.033908191119 -5.061455533092
2026-09-19T14:28:00.000 3766.398333002 4042.978054210 -3963.576859560 -6.238966484372 1.887430381955 -4.013041886390
2026-09-19T14:32:00.000 2150.718037423 4344.002019481 -4771.009132181 -7.142949850527 0.606209465417 -2.674901241136
2026-09-19T14:36:00.000 379.331511066 4330.589255076 -5232.121772519 -7.528932819258 -0.717039749382 -1.144609771623
2026-09-19T14:40:00.000 -1419.496942298 4004.071671174 -5313.874852730 -7.370412950552 -1.987328027879 0.467338943099
2026-09-19T14:44:00.000 -3115.748758116 3388.206661479 -5010.534875757 -6.679286578776 -3.113801635612 2.045170847668
2026-09-19T14:48:00.000 -4586.789917835 2527.456522262 -4344.016318759 -5.504857738972 -4.015730217633 3.475542911105
2026-09-19T14:52:00.000 -5726.021776600 1483.893032051 -3362.382137599 -3.930761906139 -4.627951825291 4.655145106500
2026-09-19T14:56:00.000 -6450.536829705 332.878503227 -2136.553790204 -2.069729650213 -4.905577107517 5.497964320411
2026-09-19T15:00:00.000 -6707.248631754 -842.258124610 -755.359282947 -0.056110783260 -4.827587544439 5.941775607984
2026-09-19T15:04:00.000 -6476.973225367 -1956.227865921 680.820137560 1.963653673549 -4.398846861035 5.953211748713
2026-09-19T15:08:00.000 -5776.036722862 -2928.036223159 2067.377902233 3.841976365877 -3.650100436673 5.530712167972
2026-09-19T15:12:00.000 -4655.188610660 -3686.975761203 3303.210099698 5.441436352465 -2.635789562414 4.704854588661
2026-09-19T15:16:00.000 -3195.877599294 -4177.847291077 4298.195512542 6.645246972402 -1.429867111180 3.535974638925
2026-09-19T15:20:00.000 -1504.223379354 -4364.984785597 4979.809796403 7.365839962367 -0.120115489691 2.109414946930
2026-09-19T15:24:00.000 296.779515799 -4234.800567182 5298.376144768 7.550945705670 1.198391281110 0.529033649264
2026-09-19T15:28:00.000 2076.195323248 -3796.718209111 5230.617039453 7.186995991732 2.430098777813 -1.090349520022
2026-09-19T15:32:00.000 3704.583323382 -3082.480955989 4781.321106209 6.299942522249 3.485646082131 -2.631031935686
2026-09-19T15:36:00.000 5063.332196992 -2143.902835860 3983.046640894 4.953603342157 4.288134059325 -3.980665264657
2026-09-19T15:40:00.000 6053.301980478 -1049.189283914 2893.861397516 3.245531236610 4.778730354941 -5.040329723956
2026-09-19T15:44:00.000 6602.172121434 121.972376343 1593.206946976 1.300353621372 4.921240130383 -5.731995099456
2026-09-19T15:48:00.000 6669.898444496 1284.246867590 176.109019391 -0.739275780017 4.705147275528 -6.004713534799
2026-09-19T15:52:00.000 6251.762380026 2352.981439944 -1253.870652111 -2.723553642694 4.146638284682 -5.838788245854
2026-09-19T15:56:00.000 5378.688458410 3250.509167741 -2592.375329762 -4.507206207115 3.287334232594 -5.247304798927
2026-09-19T16:00:00.000 4114.791006112 3911.877900380 -3742.017423696 -5.960679620612 2.190825224766 -4.274799497631
2026-09-19T16:04:00.000 2552.417339562 4289.527300636 -4619.501244362 -6.979642317396 0.937476459270 -2.993328542314
2026-09-19T16:08:00.000 805.196951730 4356.580005972 -5161.553006862 -7.492017260561 -0.381805184278 -1.496585206636
2026-09-19T16:12:00.000 -1000.271192427 4108.581523534 -5329.283080878 -7.462300676696 -1.672166545224 0.107157541190
2026-09-19T16:16:00.000 -2733.456491771 3563.665080488 -5110.780856838 -6.893333063062 -2.841280431219 1.702630206839
2026-09-19T16:20:00.000 -4269.083809437 2761.205115094 -4521.868578279 -5.825814133313 -3.805441446505 3.175280858434
2026-09-19T16:24:00.000 -5495.951960211 1759.065564895 -3605.009201658 -4.335723187469 -4.495158680734 4.418916943796
2026-09-19T16:28:00.000 -6324.878879356 629.581634226 -2426.407425786 -2.529601581963 -4.860076682965 5.343073705245
2026-09-19T16:32:00.000 -6695.246425445 -545.527781952 -1071.410541045 -0.537594061400 -4.872898233626 5.879727673830
2026-09-19T16:36:00.000 -6579.612642986 -1681.022928823 361.563946865 1.495647082877 -4.531841589278 5.988745140134
2026-09-19T16:40:00.000 -5985.932724832 -2694.372598171 1768.184668364 3.421667529044 -3.861173776576 5.661357051080
2026-09-19T16:44:00.000 -4957.111598294 -3511.852940825 3045.900365659 5.099555312472 -2.909571366504 4.921097411029
2026-09-19T16:48:00.000 -3567.877585728 -4073.998662780 4101.531291444 6.406718371507 -1.746406822138 3.822011176251
2026-09-19T16:52:00.000 -1919.250623516 -4339.955053380 4858.124497188 7.247988197621 -0.456396864272 2.444383229618
2026-09-19T16:56:00.000 -131.103298553 -4290.410585780 5260.542946991 7.562321925277 0.866762428169 0.888573854582
2026-09-19T17:00:00.000 1666.567593634 -3928.942110632 5279.416353699 7.326836256208 2.127165243198 -0.732351524924
2026-09-19T17:04:00.000 3343.020209196 -3281.733840788 4913.237744541 6.558226571339 3.233418803453 -2.300620410589
2026-09-19T17:08:00.000 4776.186086476 -2395.719048565 4188.506996381 5.311695821442 4.105027907750 -3.701981261643
2026-09-19T17:12:00.000 5861.536375452 -1335.254609973 3157.904193767 3.677413491023 4.678194150371 -4.833845950611
2026-09-19T17:16:00.000 6519.796584672 -177.506393109 1896.558228976 1.774445291192 4.910690559961 -5.612937170254
2026-09-19T17:20:00.000 6702.905623330 993.178211275 496.597953429 -0.257774620092 4.785336859969 -5.981829035682
2026-09-19T17:24:00.000 6397.673084994 2091.512547226 -939.659195908 -2.269978063847 4.311566291407 -5.913629601568
2026-09-19T17:28:00.000 5626.755320222 3037.622627605 -2307.349789763 -4.114674794576 3.524739385098 -5.414136317651
2026-09-19T17:32:00.000 4446.839705017 3762.959482327 -3506.883181910 -5.657581748868 2.483203020105 -4.521136749353
2026-09-19T17:36:00.000 2944.236011266 4215.270011300 -4451.260552674 -6.787615138908 1.263481850954 -3.301011071430
2026-09-19T17:40:00.000 1228.337522775 4362.253600790 -5072.310004791 -7.424546944645 -0.045743693855 -1.843216684002
2026-09-19T17:44:00.000 -576.433198388 4193.698817124 -5325.421181062 -7.523961288436 -1.350175444525 -0.253428136841
2026-09-19T17:48:00.000 -2339.550327276 3722.045528411 -5192.543750439 -7.079603895658 -2.556413797042 1.353972929095
2026-09-19T17:52:00.000 -3933.590781338 2981.418117465 -4683.353432463 -6.123412633857 -3.578150465572 2.863605220224
2026-09-19T17:56:00.000 -5243.191927394 2025.225865748 -3834.569082533 -4.723433313710 -4.341895688440 4.166760330364
2026-09-19T18:00:00.000 -6173.256818421 922.457965536 -2707.449796860 -2.979616868865 -4.792094196490 5.168857058232
2026-09-19T18:04:00.000 -6655.884661776 -247.148954534 -1383.559619254 -1.017385271851 -4.895343088114 5.796346443786
2026-09-19T18:08:00.000 -6655.489119251 -1398.803986635 41.004623019 1.021001646133 -4.643266420686 6.002503058675
2026-09-19T18:12:00.000 -6171.618144552 -2448.834761323 1462.570800188 2.986857950828 -4.053566481915 5.771397035245
2026-09-19T18:16:00.000 -5239.146185387 -3320.859588479 2777.519332299 4.736380792729 -3.168935814484 5.119429224129
2026-09-19T18:20:00.000 -3925.761691156 -3951.439413230 3889.954159343 6.141676558149 -2.053839396148 4.094140226355
2026-09-19T18:24:00.000 -2326.960217486 -4294.735402008 4718.772629630 7.100344003015 -0.789530550434 2.770449137576
2026-09-19T18:28:00.000 -558.997629716 -4325.816586619 5203.574596414 7.542783549926 0.532103595108 1.244850877787
2026-09-19T18:32:00.000 1249.597032934 -4042.413087584 5309.001748445 7.436865442475 1.815240944600 -0.371741547196
2026-09-19T18:36:00.000 2967.309032336 -3465.047290181 5027.259079326 6.789956696786 2.966875578006 -1.961895200111
2026-09-19T18:40:00.000 4469.107100024 -2635.572186299 4378.697513371 5.648434347814 3.903300526311 -3.409861179449
2026-09-19T18:44:00.000 5645.500415314 -1614.210696627 3410.423856234 4.094732930867 4.556078085153 -4.609765351694
2026-09-19T18:48:00.000 6410.586576927 -475.253303208 2192.982700816 2.241869447297 4.877187799373 -5.473411415431
2026-09-19T18:52:00.000 6708.482830373 698.337887533 815.265955776 0.225462493347 4.842903711795 -5.937130972708
2026-09-19T18:56:00.000 6517.571034055 1821.051355282 -622.035137004 -1.806407447577 4.455882134188 -5.966945459683
2026-09-19T19:00:00.000 5852.126998651 2811.191944545 -2013.941214018 -3.704672515235 3.745055751455 -5.561328882536
2026-09-19T19:04:00.000 4761.154206238 3596.944334440 -3259.024136564 -5.330876142777 2.763239228919 -4.751148936277
2026-09-19T19:08:00.000 3324.549818925 4121.612925472 -4266.892996115 -6.567605255414 1.582744518715 -3.596832705476
2026-09-19T19:12:00.000 1647.012587415 4347.629096977 -4964.713584690 -7.326750908737 0.289612463444 -2.183258345820
2026-09-19T19:16:00.000 -149.716468025 4259.079195754 -5302.303894605 -7.555107455267 -1.022833885529 -0.613127560654
2026-09-19T19:20:00.000 -1935.634680830 3862.665005911 -5255.531742396 -7.237316502146 -2.260528644378 1.000448949836
2026-09-19T19:24:00.000 -3581.672657953 3187.121555090 -4827.892359454 -6.396424839900 -3.334940844908 2.541641506203
2026-09-19T19:28:00.000 -4968.762735353 2281.177151469 -4050.236115645 -5.092296514398 -4.168924240270 3.899596532112
2026-09-19T19:32:00.000 -5996.275122115 1210.172899798 -2978.665843879 -3.417920006189 -4.702008648009 4.975960831065
2026-09-19T19:36:00.000 -6589.304427943 51.502396924 -1690.674879862 -1.493502165873 -4.894884661158 5.691949897640
2026-09-19T19:40:00.000 -6704.267594450 -1110.887528619 -279.692470355 0.541677664931 -4.732665760194 5.994446161080
2026-09-19T19:44:00.000 -6332.305160122 -2192.582635833 1151.649143270 2.539336088062 -4.226437663658 5.860436536934
2026-09-19T19:48:00.000 -5500.109700150 -3114.913738923 2499.045004711 4.353394097855 -3.412721070862 5.299129471764
2026-09-19T19:52:00.000 -4268.039704722 -3810.778873308 3664.235653781 5.851187797114 -2.350770415941 4.351373056290
2026-09-19T19:56:00.000 -2725.663556951 -4229.582800375 4562.263595904 6.923485261885 -1.117992537488 3.086430556758
2026-09-19T20:00:00.000 -985.138877217 -4340.905112430 5127.682044659 7.492382844197 0.195959392812 1.596574484233
2026-09-19T20:04:00.000 826.997114761 -4136.655400473 5319.270547971 7.516607627020 1.495782560722 -0.009827780681
2026-09-19T20:08:00.000 2578.988413276 -3631.616921020 5122.975474551 6.994159512791 2.687281936955 -1.616091008401
2026-09-19T20:12:00.000 4143.346631013 -2862.386502295 4552.930025379 5.962412119343 3.683933418434 -3.105376928658
2026-09-19T20:16:00.000 5406.065272939 -1884.788122132 3650.502793426 4.495746755734 4.413003730811 -4.368915186893
2026-09-19T20:20:00.000 6274.967185926 -769.898329698 2481.400452803 2.700675024795 4.820942623013 -5.313933826875
2026-09-19T20:24:00.000 6686.576692444 401.095007931 1130.951187343 0.708425504447 4.877629373650 -5.870781410131
2026-09-19T20:28:00.000 6610.929028172 1542.864450353 -302.155197502 -1.334754534765 4.578955941349 -5.998531853047
2026-09-19T20:32:00.000 6053.843743346 2572.288084954 -1713.215159085 -3.278868608519 3.947294388386 -5.688332673045
2026-09-19T20:36:00.000 5056.415790466 3414.630752694 -2999.337000360 -4.981867553886 3.029665626082 -4.963988880938
